perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
9597,Cajole,Swiss Arabian,,Floral notes,"Floral notes, Powdery notes",Musk,"Name: Cajole Brand: Swiss Arabian Main accords:  Top notes: Floral notes Middle notes: Floral notes, Powdery notes Base notes: Musk"
9598,Cake Pops,Richard Maison de Parfum / Christian Richard,,"Cinnamon, Cocoa, Orange blossom, Vanilla","Hazelnut, Jasmine, Pineapple, Vanilla","Honey, Musk, Vanilla","Name: Cake Pops Brand: Richard Maison de Parfum / Christian Richard Main accords:  Top notes: Cinnamon, Cocoa, Orange blossom, Vanilla Middle notes: Hazelnut, Jasmine, Pineapple, Vanilla Base notes: Honey, Musk, Vanilla"
9599,Cake,Shop Lavana,,"Cream, Vanilla butter cream","Brown sugar, Vanilla cake, Vanilla pudding","Butter, Musk, Vanilla","Name: Cake Brand: Shop Lavana Main accords:  Top notes: Cream, Vanilla butter cream Middle notes: Brown sugar, Vanilla cake, Vanilla pudding Base notes: Butter, Musk, Vanilla"
9600,Cala Luna,Florascent,"Woody, Spicy, Leathery, Powdery, Sweet",,,,"Name: Cala Luna Brand: Florascent Main accords: Woody, Spicy, Leathery, Powdery, Sweet Top notes:  Middle notes:  Base notes: "
9601,Cala Rossa,Santa Maria Novella,"Spicy, Green, Fresh, Floral, Woody","Wild lavender, Eucalyptus, Mint","Cistus, Myrtle, Wild fennel, Everlasting flower, Rosemary",Oakmoss,"Name: Cala Rossa Brand: Santa Maria Novella Main accords: Spicy, Green, Fresh, Floral, Woody Top notes: Wild lavender, Eucalyptus, Mint Middle notes: Cistus, Myrtle, Wild fennel, Everlasting flower, Rosemary Base notes: Oakmoss"
9602,Calèche Cueillette Rose de Mai 2002,Hermès,"Floral, Chypre",,,,"Name: Calèche Cueillette Rose de Mai 2002 Brand: Hermès Main accords: Floral, Chypre Top notes:  Middle notes:  Base notes: "
9603,Calèche Eau Délicate,Hermès,"Floral, Fresh, Powdery, Spicy, Woody","Ylang-ylang, Aldehydes","Rose, Jasmine","Sandalwood, Cedar","Name: Calèche Eau Délicate Brand: Hermès Main accords: Floral, Fresh, Powdery, Spicy, Woody Top notes: Ylang-ylang, Aldehydes Middle notes: Rose, Jasmine Base notes: Sandalwood, Cedar"
9604,Calèche Fleurs de Méditerranée,Hermès,"Floral, Sweet, Animal, Earthy, Chypre",,,,"Name: Calèche Fleurs de Méditerranée Brand: Hermès Main accords: Floral, Sweet, Animal, Earthy, Chypre Top notes:  Middle notes:  Base notes: "
9605,Calèche Hermès 1961 Eau de Toilette,Hermès,"Floral, Chypre, Woody, Powdery, Spicy","Aldehydes, Cypress, Mandarin orange, Neroli, Orange blossom, Bergamot, Lemon","Gardenia, Iris, Jasmine, Lily of the valley, Rose, Ylang-ylang","Oakmoss, Amber, Cedar, Musk, Sandalwood, Tonka bean, Vetiver","Name: Calèche Hermès 1961 Eau de Toilette Brand: Hermès Main accords: Floral, Chypre, Woody, Powdery, Spicy Top notes: Aldehydes, Cypress, Mandarin orange, Neroli, Orange blossom, Bergamot, Lemon Middle notes: Gardenia, Iris, Jasmine, Lily of the valley, Rose, Ylang-ylang Base notes: Oakmoss, Amber, Cedar, Musk, Sandalwood, Tonka bean, Vetiver"
9606,Calèche Hermès 1961 Extrait de Parfum,Hermès,"Floral, Chypre, Woody, Green, Citrus","Aldehydes, Cypress, Mandarin orange, Neroli, Orange blossom, Bergamot, Lemon","Gardenia, Iris, Jasmine, Lily of the valley, Rose, Ylang-ylang","Oakmoss, Amber, Cedar, Musk, Sandalwood, Tonka bean, Vetiver","Name: Calèche Hermès 1961 Extrait de Parfum Brand: Hermès Main accords: Floral, Chypre, Woody, Green, Citrus Top notes: Aldehydes, Cypress, Mandarin orange, Neroli, Orange blossom, Bergamot, Lemon Middle notes: Gardenia, Iris, Jasmine, Lily of the valley, Rose, Ylang-ylang Base notes: Oakmoss, Amber, Cedar, Musk, Sandalwood, Tonka bean, Vetiver"
9607,Calèche Hermès 1992 Soie de Parfum,Hermès,"Floral, Chypre, Green, Spicy, Powdery","Aldehydes, Cypress, Mandarin orange, Neroli, Orange blossom, Bergamot, Lemon","Gardenia, Iris, Jasmine, Lily of the valley, Rose, Ylang-ylang","Oakmoss, Amber, Cedar, Musk, Sandalwood, Tonka bean, Vetiver","Name: Calèche Hermès 1992 Soie de Parfum Brand: Hermès Main accords: Floral, Chypre, Green, Spicy, Powdery Top notes: Aldehydes, Cypress, Mandarin orange, Neroli, Orange blossom, Bergamot, Lemon Middle notes: Gardenia, Iris, Jasmine, Lily of the valley, Rose, Ylang-ylang Base notes: Oakmoss, Amber, Cedar, Musk, Sandalwood, Tonka bean, Vetiver"
9608,Calabash,Essenzialmente Laura,Floral,,,,Name: Calabash Brand: Essenzialmente Laura Main accords: Floral Top notes:  Middle notes:  Base notes: 
9609,Calabria,Gissah / قصة,,"Pink pepper, Bergamot, Green apple","Cashmere, Iris, Patchouli","Ambergris, Tonka bean, Vetiver","Name: Calabria Brand: Gissah / قصة Main accords:  Top notes: Pink pepper, Bergamot, Green apple Middle notes: Cashmere, Iris, Patchouli Base notes: Ambergris, Tonka bean, Vetiver"
9610,Calacas Day of the Dead Lush / Cosmetics To Go 2013 Perfume,Lush / Cosmetics To Go,"Sweet, Citrus, Fresh, Fruity, Synthetic",,,,"Name: Calacas Day of the Dead Lush / Cosmetics To Go 2013 Perfume Brand: Lush / Cosmetics To Go Main accords: Sweet, Citrus, Fresh, Fruity, Synthetic Top notes:  Middle notes:  Base notes: "
9611,Caladium,Yves de Sistelle,,"Bergamot, Lemon","Coriander, Iris, Nutmeg, Rose","Amber, Musk, Precious woods, Vanilla","Name: Caladium Brand: Yves de Sistelle Main accords:  Top notes: Bergamot, Lemon Middle notes: Coriander, Iris, Nutmeg, Rose Base notes: Amber, Musk, Precious woods, Vanilla"
9612,Calamity J.,Juliette Has A Gun,"Spicy, Oriental, Woody, Powdery, Sweet",Cinnamon,"Patchouli, Iris, ISO-E-Super","Castoreum, Cetalox®, Labdanum, Muscenone®, Civet, Vanilla","Name: Calamity J. Brand: Juliette Has A Gun Main accords: Spicy, Oriental, Woody, Powdery, Sweet Top notes: Cinnamon Middle notes: Patchouli, Iris, ISO-E-Super Base notes: Castoreum, Cetalox®, Labdanum, Muscenone®, Civet, Vanilla"
9613,Calamity Jane Outlaw Soaps Cologne,Outlaw Soaps,"Sweet, Spicy, Citrus, Smoky",,,,"Name: Calamity Jane Outlaw Soaps Cologne Brand: Outlaw Soaps Main accords: Sweet, Spicy, Citrus, Smoky Top notes:  Middle notes:  Base notes: "
9614,Calandre Eau de Calandre Paco Rabanne 1969 Eau de Toilette,Paco Rabanne,"Floral, Chypre, Green, Spicy, Woody","Aldehydes, Leaf green, Bergamot","Iris, Lily of the valley, Geranium, Jasmine, Rose","Musk, Oakmoss, Ambergris, Sandalwood, Vetiver","Name: Calandre Eau de Calandre Paco Rabanne 1969 Eau de Toilette Brand: Paco Rabanne Main accords: Floral, Chypre, Green, Spicy, Woody Top notes: Aldehydes, Leaf green, Bergamot Middle notes: Iris, Lily of the valley, Geranium, Jasmine, Rose Base notes: Musk, Oakmoss, Ambergris, Sandalwood, Vetiver"
9615,Calandre Paco Rabanne 1969 Parfum,Paco Rabanne,"Floral, Green, Spicy, Woody, Fresh","Aldehydes, Leaf green, Bergamot","Iris, Lily of the valley, Geranium, Jasmine, Rose","Musk, Oakmoss, Ambergris, Sandalwood, Vetiver","Name: Calandre Paco Rabanne 1969 Parfum Brand: Paco Rabanne Main accords: Floral, Green, Spicy, Woody, Fresh Top notes: Aldehydes, Leaf green, Bergamot Middle notes: Iris, Lily of the valley, Geranium, Jasmine, Rose Base notes: Musk, Oakmoss, Ambergris, Sandalwood, Vetiver"
9616,Calandre Paco Rabanne 1990 Eau de Parfum,Paco Rabanne,"Chypre, Floral, Green, Fresh, Spicy","Aldehydes, Leaf green, Bergamot","Iris, Lily of the valley, Geranium, Jasmine, Rose","Musk, Oakmoss, Ambergris, Sandalwood, Vetiver","Name: Calandre Paco Rabanne 1990 Eau de Parfum Brand: Paco Rabanne Main accords: Chypre, Floral, Green, Fresh, Spicy Top notes: Aldehydes, Leaf green, Bergamot Middle notes: Iris, Lily of the valley, Geranium, Jasmine, Rose Base notes: Musk, Oakmoss, Ambergris, Sandalwood, Vetiver"
9617,Calandre Paco Rabanne Eau de Toilette,Paco Rabanne,"Floral, Chypre, Green, Woody, Citrus","Bergamot, Citrus notes","Lily of the valley, Hyacinth","Powdery notes, Woody notes","Name: Calandre Paco Rabanne Eau de Toilette Brand: Paco Rabanne Main accords: Floral, Chypre, Green, Woody, Citrus Top notes: Bergamot, Citrus notes Middle notes: Lily of the valley, Hyacinth Base notes: Powdery notes, Woody notes"
9618,Calanques,L'Occitane en Provence,"Fresh, Aquatic, Fruity, Spicy, Citrus","Pistachio, Lemon, Mandarin orange, Orange","Aquatic notes, Rock samphire, Wild jasmine","White woods, Benzoin, Cypress, Stone pine","Name: Calanques Brand: L'Occitane en Provence Main accords: Fresh, Aquatic, Fruity, Spicy, Citrus Top notes: Pistachio, Lemon, Mandarin orange, Orange Middle notes: Aquatic notes, Rock samphire, Wild jasmine Base notes: White woods, Benzoin, Cypress, Stone pine"
9619,Calar del Sole,ArteOlfatto - Luxury Perfumes,"Woody, Fruity, Spicy, Fresh, Leathery","Blackberry, Coriander, Mandarin orange","Sage, Thyme, Tobacco flower","Oakmoss, Suede, Mahogany, Musk, Moplonk","Name: Calar del Sole Brand: ArteOlfatto - Luxury Perfumes Main accords: Woody, Fruity, Spicy, Fresh, Leathery Top notes: Blackberry, Coriander, Mandarin orange Middle notes: Sage, Thyme, Tobacco flower Base notes: Oakmoss, Suede, Mahogany, Musk, Moplonk"
9620,Calci-Fir,D. Grayi,"Floral, Fresh, Woody, Fruity, Spicy","Green tea, Blackcurrant","Rose, Freesia, Jasmine, Lotus","Patchouli, Frankincense, Oud, Sandalwood, Tar","Name: Calci-Fir Brand: D. Grayi Main accords: Floral, Fresh, Woody, Fruity, Spicy Top notes: Green tea, Blackcurrant Middle notes: Rose, Freesia, Jasmine, Lotus Base notes: Patchouli, Frankincense, Oud, Sandalwood, Tar"
9621,Caldi Legni,Sinfonia di Note,"Woody, Spicy, Floral, Powdery, Resinous","Cardamom, Cumin, Cinnamon, Cistus, Bergamot, Lemon, Orange","Iris, Oud, Maté","Cedarwood, Amber, Styrax","Name: Caldi Legni Brand: Sinfonia di Note Main accords: Woody, Spicy, Floral, Powdery, Resinous Top notes: Cardamom, Cumin, Cinnamon, Cistus, Bergamot, Lemon, Orange Middle notes: Iris, Oud, Maté Base notes: Cedarwood, Amber, Styrax"
9622,Caldion City for Men,Hunca,,"Blackcurrant, Mandarin orange, Orange","Floral notes, Jasmine, Moss, Vanilla","Lavender, Musk, Patchouli, Violet leaf","Name: Caldion City for Men Brand: Hunca Main accords:  Top notes: Blackcurrant, Mandarin orange, Orange Middle notes: Floral notes, Jasmine, Moss, Vanilla Base notes: Lavender, Musk, Patchouli, Violet leaf"
9623,Caldion City for Women,Hunca,,"Blackberry, Raspberry, Red fruits","Cedar, Freesia, Lily, White rose","Musk, Praliné, Vanilla","Name: Caldion City for Women Brand: Hunca Main accords:  Top notes: Blackberry, Raspberry, Red fruits Middle notes: Cedar, Freesia, Lily, White rose Base notes: Musk, Praliné, Vanilla"
9624,Caldion for Men,Hunca,"Fresh, Animal",Fruity notes,Floral notes,Musk,"Name: Caldion for Men Brand: Hunca Main accords: Fresh, Animal Top notes: Fruity notes Middle notes: Floral notes Base notes: Musk"
9625,Caldion for Women,Hunca,"Fruity, Fresh, Synthetic, Floral, Citrus",,,,"Name: Caldion for Women Brand: Hunca Main accords: Fruity, Fresh, Synthetic, Floral, Citrus Top notes:  Middle notes:  Base notes: "
9626,Caldion Jeans for Men,Hunca,,"Bergamot, Citrus notes","Cedar, White tea","Aromatic notes, Ginger, Musk","Name: Caldion Jeans for Men Brand: Hunca Main accords:  Top notes: Bergamot, Citrus notes Middle notes: Cedar, White tea Base notes: Aromatic notes, Ginger, Musk"
9627,Caldion Jeans for Women,Hunca,,"Apple, Red berries","Lily, Lily of the valley, Rose","Musk, Sandalwood, Vanilla","Name: Caldion Jeans for Women Brand: Hunca Main accords:  Top notes: Apple, Red berries Middle notes: Lily, Lily of the valley, Rose Base notes: Musk, Sandalwood, Vanilla"
9628,Caldion Night for Men,Hunca,"Floral, Fresh","Freesia, Green notes","Lavender, Violet","Amber, Sandalwood, Vetiver","Name: Caldion Night for Men Brand: Hunca Main accords: Floral, Fresh Top notes: Freesia, Green notes Middle notes: Lavender, Violet Base notes: Amber, Sandalwood, Vetiver"
9629,Caldion Night for Women,Hunca,,"Blackcurrant, Gardenia, Mandarin orange, Violet leaf","Cedarwood, Jasmine, Rose, Waterlily","Almond toffee, Amber, Musk, Nectarine, Patchouli","Name: Caldion Night for Women Brand: Hunca Main accords:  Top notes: Blackcurrant, Gardenia, Mandarin orange, Violet leaf Middle notes: Cedarwood, Jasmine, Rose, Waterlily Base notes: Almond toffee, Amber, Musk, Nectarine, Patchouli"
9630,Caldion Zen for Men,Hunca,,Bergamot,"Apple, Patchouli, Sandalwood","Amber, Cedar, Musk","Name: Caldion Zen for Men Brand: Hunca Main accords:  Top notes: Bergamot Middle notes: Apple, Patchouli, Sandalwood Base notes: Amber, Cedar, Musk"
9631,Caldion Zen for Women,Hunca,,"Bergamot, Grapefruit, Peach","Lily, Rose","Cedar, Musk, Oakmoss","Name: Caldion Zen for Women Brand: Hunca Main accords:  Top notes: Bergamot, Grapefruit, Peach Middle notes: Lily, Rose Base notes: Cedar, Musk, Oakmoss"
9632,Caleb,Lost Tribe,"Woody, Fresh, Floral, Spicy, Fruity","Civet, Mint, Bergamot, Rose otto, White ambergris","Blue lotus, Lavender, White gingerlily, Ylang-ylang","Cambodian oud, Borneo oud, Cedar, Musk, Mysore sandalwood, Oakmoss, Sri Lankan oud","Name: Caleb Brand: Lost Tribe Main accords: Woody, Fresh, Floral, Spicy, Fruity Top notes: Civet, Mint, Bergamot, Rose otto, White ambergris Middle notes: Blue lotus, Lavender, White gingerlily, Ylang-ylang Base notes: Cambodian oud, Borneo oud, Cedar, Musk, Mysore sandalwood, Oakmoss, Sri Lankan oud"
9633,Cali Vibes,Hollister,"Powdery, Floral, Creamy, Fresh, Citrus",,,,"Name: Cali Vibes Brand: Hollister Main accords: Powdery, Floral, Creamy, Fresh, Citrus Top notes:  Middle notes:  Base notes: "
9634,Caliber,Al Halal,"Sweet, Spicy, Floral, Oriental, Creamy","Ginger, Fume","Rose, Cinnamon, Nutmeg, Spoil","Labdanum, Musk, Oud, Benzoin, Animalic notes, Patchouli","Name: Caliber Brand: Al Halal Main accords: Sweet, Spicy, Floral, Oriental, Creamy Top notes: Ginger, Fume Middle notes: Rose, Cinnamon, Nutmeg, Spoil Base notes: Labdanum, Musk, Oud, Benzoin, Animalic notes, Patchouli"
9635,Caliber,Parisvally,,"Bergamot, Lemon, Mandarin orange","Coriander, Oakmoss","Cedar, Vetiver","Name: Caliber Brand: Parisvally Main accords:  Top notes: Bergamot, Lemon, Mandarin orange Middle notes: Coriander, Oakmoss Base notes: Cedar, Vetiver"
9636,Calibre Senses,Milton-Lloyd / Jean Yves Cosmetics,"Spicy, Powdery, Woody, Fresh, Fougère","Mandarin orange, Violet, White pepper","Oakmoss, Virginia cedar","Musk, Woody notes","Name: Calibre Senses Brand: Milton-Lloyd / Jean Yves Cosmetics Main accords: Spicy, Powdery, Woody, Fresh, Fougère Top notes: Mandarin orange, Violet, White pepper Middle notes: Oakmoss, Virginia cedar Base notes: Musk, Woody notes"
9637,Calicantus,Santa Maria Novella,"Floral, Powdery, Synthetic",,,,"Name: Calicantus Brand: Santa Maria Novella Main accords: Floral, Powdery, Synthetic Top notes:  Middle notes:  Base notes: "
9638,Caliente,A Wing & A Prayer Perfumes,"Floral, Animal, Sweet, Citrus, Spicy",,,,"Name: Caliente Brand: A Wing & A Prayer Perfumes Main accords: Floral, Animal, Sweet, Citrus, Spicy Top notes:  Middle notes:  Base notes: "
9639,California 1922 Hollister Eau de Cologne,Hollister,"Sweet, Powdery, Woody, Fruity, Earthy",,,,"Name: California 1922 Hollister Eau de Cologne Brand: Hollister Main accords: Sweet, Powdery, Woody, Fruity, Earthy Top notes:  Middle notes:  Base notes: "
9640,California Bouquet,California Perfume Company,"Spicy, Gourmand, Woody, Earthy, Fruity","Cinnamon, Orange, Papaya, Clorpt","Coffee, Fig, Geranium, Rose","Marine notes, Oud, Patchouli, Vanilla","Name: California Bouquet Brand: California Perfume Company Main accords: Spicy, Gourmand, Woody, Earthy, Fruity Top notes: Cinnamon, Orange, Papaya, Clorpt Middle notes: Coffee, Fig, Geranium, Rose Base notes: Marine notes, Oud, Patchouli, Vanilla"
9641,California Breeze,Birkholz,"Fresh, Sweet, Spicy, Woody, Synthetic","Orange, Bergamot","Mint, Lavender","Vanilla, Cedarwood, Amber, Patchouli","Name: California Breeze Brand: Birkholz Main accords: Fresh, Sweet, Spicy, Woody, Synthetic Top notes: Orange, Bergamot Middle notes: Mint, Lavender Base notes: Vanilla, Cedarwood, Amber, Patchouli"
9642,California Chocolate,Olympic Orchids Artisan Perfumes,"Gourmand, Sweet, Fruity, Spicy, Citrus",,,,"Name: California Chocolate Brand: Olympic Orchids Artisan Perfumes Main accords: Gourmand, Sweet, Fruity, Spicy, Citrus Top notes:  Middle notes:  Base notes: "
9643,California Dream,Louis Vuitton,"Fresh, Citrus, Fruity, Sweet, Synthetic",,,,"Name: California Dream Brand: Louis Vuitton Main accords: Fresh, Citrus, Fruity, Sweet, Synthetic Top notes:  Middle notes:  Base notes: "
9644,California for Women,Dana,"Floral, Woody, Chypre, Powdery, Spicy",,,,"Name: California for Women Brand: Dana Main accords: Floral, Woody, Chypre, Powdery, Spicy Top notes:  Middle notes:  Base notes: "
9645,California Rêverie,Van Cleef & Arpels,"Floral, Fresh, Sweet, Citrus, Fruity","Neroli, Mandarin orange","Jasmine, Frangipani","Beeswax, Vanilla","Name: California Rêverie Brand: Van Cleef & Arpels Main accords: Floral, Fresh, Sweet, Citrus, Fruity Top notes: Neroli, Mandarin orange Middle notes: Jasmine, Frangipani Base notes: Beeswax, Vanilla"
9646,California Snow,What We Do Is Secret / A Lab on Fire,"Floral, Fresh, Green, Earthy, Woody","Chamomile, Black sage, Tea, Sweetgrass","Hay, Rosebud, Jonquil, Cannabis","Cedar, Musk, Soil, Vetiver","Name: California Snow Brand: What We Do Is Secret / A Lab on Fire Main accords: Floral, Fresh, Green, Earthy, Woody Top notes: Chamomile, Black sage, Tea, Sweetgrass Middle notes: Hay, Rosebud, Jonquil, Cannabis Base notes: Cedar, Musk, Soil, Vetiver"
9647,Californian Poppy,Atkinsons,"Synthetic, Fruity, Floral, Sweet",,,,"Name: Californian Poppy Brand: Atkinsons Main accords: Synthetic, Fruity, Floral, Sweet Top notes:  Middle notes:  Base notes: "
9648,Californian Poppy,Atkinsons,"Floral, Fresh, Citrus, Sweet, Spicy","Citrus notes, Jasmine, Pink pepper","Orange blossom water, Poppy, Calone","Frankincense CO2, Helvetolide®, Cedarwood","Name: Californian Poppy Brand: Atkinsons Main accords: Floral, Fresh, Citrus, Sweet, Spicy Top notes: Citrus notes, Jasmine, Pink pepper Middle notes: Orange blossom water, Poppy, Calone Base notes: Frankincense CO2, Helvetolide®, Cedarwood"
9649,Caligna,L'Artisan Parfumeur,"Fresh, Woody, Green, Fruity, Floral","Fig, Clary sage, Mandarin orange leaf, Rosebud","Jasmine jam, Mastic, Violet","Ambrox, Oak wood, Pine needle","Name: Caligna Brand: L'Artisan Parfumeur Main accords: Fresh, Woody, Green, Fruity, Floral Top notes: Fig, Clary sage, Mandarin orange leaf, Rosebud Middle notes: Jasmine jam, Mastic, Violet Base notes: Ambrox, Oak wood, Pine needle"
9650,Calinda for Men,Taxor,"Green, Spicy, Citrus, Leathery, Woody",,,,"Name: Calinda for Men Brand: Taxor Main accords: Green, Spicy, Citrus, Leathery, Woody Top notes:  Middle notes:  Base notes: "
9651,Caline Blooming Moments,Grès,"Floral, Fresh, Fruity, Sweet, Green","Apple, Grapefruit, Lemon, Mandarin orange, Pear, Red pepper","Cyclamen, Freesia, Geranium, Orris root, Peach, Water jasmine","Benzoin, Musk, Patchouli, Raspberry, Tree moss","Name: Caline Blooming Moments Brand: Grès Main accords: Floral, Fresh, Fruity, Sweet, Green Top notes: Apple, Grapefruit, Lemon, Mandarin orange, Pear, Red pepper Middle notes: Cyclamen, Freesia, Geranium, Orris root, Peach, Water jasmine Base notes: Benzoin, Musk, Patchouli, Raspberry, Tree moss"
9652,Caline Exotic Moments,Grès,"Spicy, Green, Oriental, Woody, Fruity",,,,"Name: Caline Exotic Moments Brand: Grès Main accords: Spicy, Green, Oriental, Woody, Fruity Top notes:  Middle notes:  Base notes: "
9653,Caline,Grès,"Fruity, Sweet, Floral, Fresh, Gourmand","Mandarin orange, Orange, Apple, Ivy","Jasmine, Lotus, Plum","Tonka bean, Musk, Praliné","Name: Caline Brand: Grès Main accords: Fruity, Sweet, Floral, Fresh, Gourmand Top notes: Mandarin orange, Orange, Apple, Ivy Middle notes: Jasmine, Lotus, Plum Base notes: Tonka bean, Musk, Praliné"
9654,Caline Sweet Appeal,Grès,"Fruity, Sweet, Creamy","Heliotrope, Jasmine, Kumquat, Neroli",White chocolate,"Musk, Patchouli, Sandalwood","Name: Caline Sweet Appeal Brand: Grès Main accords: Fruity, Sweet, Creamy Top notes: Heliotrope, Jasmine, Kumquat, Neroli Middle notes: White chocolate Base notes: Musk, Patchouli, Sandalwood"
9655,Caline Tender Moments,Grès,"Powdery, Fresh, Floral, Sweet","Blackcurrant, Grapefruit, Lychee, Pink pepper","Freesia, Lily of the valley, Water jasmine","Musk, Sandalwood, Vanilla, White cedar","Name: Caline Tender Moments Brand: Grès Main accords: Powdery, Fresh, Floral, Sweet Top notes: Blackcurrant, Grapefruit, Lychee, Pink pepper Middle notes: Freesia, Lily of the valley, Water jasmine Base notes: Musk, Sandalwood, Vanilla, White cedar"
9656,Calisia,Estevia,,"Italian bergamot, Jasminum auriculatum, Osmanthus, Turkish rose","Cardamom, Gurjum balsam, Oud, Pimento, Pollution","Italian suede, Labdanum, Patchouli, Vanilla","Name: Calisia Brand: Estevia Main accords:  Top notes: Italian bergamot, Jasminum auriculatum, Osmanthus, Turkish rose Middle notes: Cardamom, Gurjum balsam, Oud, Pimento, Pollution Base notes: Italian suede, Labdanum, Patchouli, Vanilla"
9657,Call Me Darling,Carolina Herrera,"Sweet, Floral, Fruity, Creamy, Synthetic",Bergamot,"Orange blossom, Rose absolute","Patchouli, Tonka bean","Name: Call Me Darling Brand: Carolina Herrera Main accords: Sweet, Floral, Fruity, Creamy, Synthetic Top notes: Bergamot Middle notes: Orange blossom, Rose absolute Base notes: Patchouli, Tonka bean"
9658,Calla,L'Amande,,"Aldehydes, Bergamot, Mandarin orange, Orange","Jasmine, May rose","Carnation, Damask rose absolute, Iris, Jasmine, Violet absolute","Name: Calla Brand: L'Amande Main accords:  Top notes: Aldehydes, Bergamot, Mandarin orange, Orange Middle notes: Jasmine, May rose Base notes: Carnation, Damask rose absolute, Iris, Jasmine, Violet absolute"
9659,Calle Ocho Fulton & Roark Extrait de Parfum,Fulton & Roark,"Oriental, Synthetic, Sweet",,,,"Name: Calle Ocho Fulton & Roark Extrait de Parfum Brand: Fulton & Roark Main accords: Oriental, Synthetic, Sweet Top notes:  Middle notes:  Base notes: "
9660,Calle Ocho Ltd Reserve № 14 Fulton & Roark 2007 Solid Fragrance,Fulton & Roark,"Floral, Spicy, Woody, Chypre, Fruity","Peach, Bergamot, Cardamom, Violet","Iris, Hyacinth, Pepper, Ylang-ylang, Grease","Cedar, Patchouli, Vanilla, Sandalwood","Name: Calle Ocho Ltd Reserve № 14 Fulton & Roark 2007 Solid Fragrance Brand: Fulton & Roark Main accords: Floral, Spicy, Woody, Chypre, Fruity Top notes: Peach, Bergamot, Cardamom, Violet Middle notes: Iris, Hyacinth, Pepper, Ylang-ylang, Grease Base notes: Cedar, Patchouli, Vanilla, Sandalwood"
9661,Callisto,Jul et Mad,"Sweet, Floral, Spicy, Powdery, Creamy","Aldehydes, Neroli, Pink pepper","Heliotrope, Iris, Tonka bean","Benzoin, Musk, Patchouli, Vanilla","Name: Callisto Brand: Jul et Mad Main accords: Sweet, Floral, Spicy, Powdery, Creamy Top notes: Aldehydes, Neroli, Pink pepper Middle notes: Heliotrope, Iris, Tonka bean Base notes: Benzoin, Musk, Patchouli, Vanilla"
9662,Calm Lake,Zara,"Woody, Green, Aquatic, Spicy, Powdery",,,,"Name: Calm Lake Brand: Zara Main accords: Woody, Green, Aquatic, Spicy, Powdery Top notes:  Middle notes:  Base notes: "
9663,Calme & Volupté,Godet,"Spicy, Floral, Fresh, Woody, Green","Bergamot, Cardamom, Mandarin orange, Turmeric","Lavender, Jasmine, Blackcurrant bud","Benzoin, Blond woods, Tree moss","Name: Calme & Volupté Brand: Godet Main accords: Spicy, Floral, Fresh, Woody, Green Top notes: Bergamot, Cardamom, Mandarin orange, Turmeric Middle notes: Lavender, Jasmine, Blackcurrant bud Base notes: Benzoin, Blond woods, Tree moss"
9664,Calming Lavender Taylor of London Eau de Toilette,Taylor of London,"Green, Spicy, Fresh, Woody, Fougère",,,,"Name: Calming Lavender Taylor of London Eau de Toilette Brand: Taylor of London Main accords: Green, Spicy, Fresh, Woody, Fougère Top notes:  Middle notes:  Base notes: "
9665,Calvin Calvin Klein 1981 After Shave,Calvin Klein,,"Mugwort, Bergamot, Chamomile, Lemon, Mandarin orange, Neroli","Vervain, Cinnamon leaf, Geranium, Orange blossom, Tarragon","Oakmoss, Musk, Patchouli, Sandalwood, Vetiver","Name: Calvin Calvin Klein 1981 After Shave Brand: Calvin Klein Main accords:  Top notes: Mugwort, Bergamot, Chamomile, Lemon, Mandarin orange, Neroli Middle notes: Vervain, Cinnamon leaf, Geranium, Orange blossom, Tarragon Base notes: Oakmoss, Musk, Patchouli, Sandalwood, Vetiver"
9666,Calvin Calvin Klein 1981 Cologne,Calvin Klein,"Spicy, Green, Earthy, Woody, Floral","Mugwort, Bergamot, Chamomile, Lemon, Mandarin orange, Neroli","Vervain, Cinnamon leaf, Geranium, Orange blossom, Tarragon","Oakmoss, Musk, Patchouli, Sandalwood, Vetiver","Name: Calvin Calvin Klein 1981 Cologne Brand: Calvin Klein Main accords: Spicy, Green, Earthy, Woody, Floral Top notes: Mugwort, Bergamot, Chamomile, Lemon, Mandarin orange, Neroli Middle notes: Vervain, Cinnamon leaf, Geranium, Orange blossom, Tarragon Base notes: Oakmoss, Musk, Patchouli, Sandalwood, Vetiver"
9667,Calvin Klein Calvin Klein 1978 Cologne,Calvin Klein,"Chypre, Fruity, Floral, Earthy, Woody","Aldehydes, Gardenia, Hyacinth, Peach, Raspberry","Carnation, Jasmine, Lily of the valley, Orris root, Rose","Amber, Cedar, Musk, Oakmoss, Sandalwood","Name: Calvin Klein Calvin Klein 1978 Cologne Brand: Calvin Klein Main accords: Chypre, Fruity, Floral, Earthy, Woody Top notes: Aldehydes, Gardenia, Hyacinth, Peach, Raspberry Middle notes: Carnation, Jasmine, Lily of the valley, Orris root, Rose Base notes: Amber, Cedar, Musk, Oakmoss, Sandalwood"
