perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
30673,Noon نون,Abjad,,"Blackcurrant, Cardamom, Cinnamon, Citrus fruits, Clove, Fig leaf, Green notes, Pink pepper, Putridity","Geranium, Iris, Rose, Tuberose, Violet, Dust","Eucalyptus, Hay, Resins, Woody notes, Fume","Name: Noon نون Brand: Abjad Main accords:  Top notes: Blackcurrant, Cardamom, Cinnamon, Citrus fruits, Clove, Fig leaf, Green notes, Pink pepper, Putridity Middle notes: Geranium, Iris, Rose, Tuberose, Violet, Dust Base notes: Eucalyptus, Hay, Resins, Woody notes, Fume"
34876,Rose Pêche de Vigne,L'Occitane en Provence,"Spicy, Oriental, Sweet, Smoky, Powdery",,,,"Name: Rose Pêche de Vigne Brand: L'Occitane en Provence Main accords: Spicy, Oriental, Sweet, Smoky, Powdery Top notes:  Middle notes:  Base notes: "
12351,Cool Breeze,Estevia,"Fresh, Chypre, Floral, Green",Green leaves,"Birch leaf, Jasmine, Tagetes, Vorptal","Musk, Patchouli, Vetiver, White amber","Name: Cool Breeze Brand: Estevia Main accords: Fresh, Chypre, Floral, Green Top notes: Green leaves Middle notes: Birch leaf, Jasmine, Tagetes, Vorptal Base notes: Musk, Patchouli, Vetiver, White amber"
9364,Być Może...London,Miraculum,"Powdery, Floral, Fruity, Green",,,,"Name: Być Może...London Brand: Miraculum Main accords: Powdery, Floral, Fruity, Green Top notes:  Middle notes:  Base notes: "
12855,Cruz del Sur,XerJoff,"Fruity, Floral, Sweet, Fresh, Oriental","Marine notes, Mandarin orange","Eucalyptus, Rose","Vanilla, Patchouli, Amber, Musk","Name: Cruz del Sur Brand: XerJoff Main accords: Fruity, Floral, Sweet, Fresh, Oriental Top notes: Marine notes, Mandarin orange Middle notes: Eucalyptus, Rose Base notes: Vanilla, Patchouli, Amber, Musk"
26774,Love Letter,Bershka,"Floral, Fruity, Sweet","Blackcurrant, Ivory Coast lemon, Orange, Ash","African geranium, Lychee, Raspberry","Rose, Vanilla, White musk, Zarquon","Name: Love Letter Brand: Bershka Main accords: Floral, Fruity, Sweet Top notes: Blackcurrant, Ivory Coast lemon, Orange, Ash Middle notes: African geranium, Lychee, Raspberry Base notes: Rose, Vanilla, White musk, Zarquon"
19388,Garden Party Bouquet,Gellé Frères,,"Saffron, Infestation","Jasmine, Rose, Damp","Blond woods, Sandalwood, Vetiver, Vinegar","Name: Garden Party Bouquet Brand: Gellé Frères Main accords:  Top notes: Saffron, Infestation Middle notes: Jasmine, Rose, Damp Base notes: Blond woods, Sandalwood, Vetiver, Vinegar"
34795,Rose Gipsy,Dior,"Floral, Fresh, Synthetic, Sweet, Spicy",,,,"Name: Rose Gipsy Brand: Dior Main accords: Floral, Fresh, Synthetic, Sweet, Spicy Top notes:  Middle notes:  Base notes: "
40651,Villain for Women,Ed Hardy,"Fruity, Sweet, Floral, Fresh, Gourmand","Watermelon, Citrus fruits, Lychee","Freesia, Lotus, Magnolia","Crème brûlée, Orris root, Sandalwood","Name: Villain for Women Brand: Ed Hardy Main accords: Fruity, Sweet, Floral, Fresh, Gourmand Top notes: Watermelon, Citrus fruits, Lychee Middle notes: Freesia, Lotus, Magnolia Base notes: Crème brûlée, Orris root, Sandalwood"
37614,Sun Delight,Jil Sander,"Sweet, Gourmand, Floral, Powdery, Woody","Bergamot, Passion fruit, Reseda","Frangipani, Vanilla, Dark chocolate","Musk, Woods, Cedar","Name: Sun Delight Brand: Jil Sander Main accords: Sweet, Gourmand, Floral, Powdery, Woody Top notes: Bergamot, Passion fruit, Reseda Middle notes: Frangipani, Vanilla, Dark chocolate Base notes: Musk, Woods, Cedar"
1839,Acqua Que Alegria!,O Boticário,,"Bergamot, Green fruits, Pear","Jasmine, Lychee, Red berries, Rose","Amber, Cedar, Musk","Name: Acqua Que Alegria! Brand: O Boticário Main accords:  Top notes: Bergamot, Green fruits, Pear Middle notes: Jasmine, Lychee, Red berries, Rose Base notes: Amber, Cedar, Musk"
38322,"Thank U, Next 2.0 Ariana Grande 2021 Eau de Parfum",Ariana Grande,"Fruity, Sweet, Synthetic, Floral, Woody","Apple, Pomegranate, Strawberry cream","Jasmine, White orchid","Marshmallow, Musk, Sandalwood","Name: Thank U, Next 2.0 Ariana Grande 2021 Eau de Parfum Brand: Ariana Grande Main accords: Fruity, Sweet, Synthetic, Floral, Woody Top notes: Apple, Pomegranate, Strawberry cream Middle notes: Jasmine, White orchid Base notes: Marshmallow, Musk, Sandalwood"
13502,Dark - First Base No. 23,Tokyomilk,"Sweet, Fruity, Creamy",,,,"Name: Dark - First Base No. 23 Brand: Tokyomilk Main accords: Sweet, Fruity, Creamy Top notes:  Middle notes:  Base notes: "
8185,Blue North Jean Marc Paris Body Spray,Jean Marc Paris,,"Bergamot, Ginger, Rhubarb leaf","Black pepper, Juniper berry, Lavender","Amber, Leather, Musk","Name: Blue North Jean Marc Paris Body Spray Brand: Jean Marc Paris Main accords:  Top notes: Bergamot, Ginger, Rhubarb leaf Middle notes: Black pepper, Juniper berry, Lavender Base notes: Amber, Leather, Musk"
9351,By Bruno Gold,MAD Parfumeur,"Fruity, Sweet, Synthetic, Animal, Floral","Raspberry, Passion flower, Peach, Pear, Sand",Lily,"Valerian, Musk, Patchouli, Sandalwood, Vanilla","Name: By Bruno Gold Brand: MAD Parfumeur Main accords: Fruity, Sweet, Synthetic, Animal, Floral Top notes: Raspberry, Passion flower, Peach, Pear, Sand Middle notes: Lily Base notes: Valerian, Musk, Patchouli, Sandalwood, Vanilla"
5528,Atractone Musk,Ramón Monegal,"Fruity, Floral, Animal, Sweet, Fresh","Cumin, Cashmeran, Ozonic notes, Pink pepper","Lilac, Cyclamen, Jasmine, Lily of the valley","Musk, Amber, Raspberry, Sandalwood","Name: Atractone Musk Brand: Ramón Monegal Main accords: Fruity, Floral, Animal, Sweet, Fresh Top notes: Cumin, Cashmeran, Ozonic notes, Pink pepper Middle notes: Lilac, Cyclamen, Jasmine, Lily of the valley Base notes: Musk, Amber, Raspberry, Sandalwood"
38193,Tempest XerJoff 2023 Parfum,XerJoff,"Citrus, Woody, Floral, Spicy, Animal","Elemi resin, Lemon, Brazilian orange, Bulgarian lavender, Calabrian bergamot, Ginger, Paraguayan petigrain","Bulgarian rose, Amberwood, Malaysian gurjum balsam, Atlas cedar, Indian jasmine sambac, Nagarmotha","Musk, Haitian vetiver, Australian sandalwood, Singapore patchouli, Amber, White oud","Name: Tempest XerJoff 2023 Parfum Brand: XerJoff Main accords: Citrus, Woody, Floral, Spicy, Animal Top notes: Elemi resin, Lemon, Brazilian orange, Bulgarian lavender, Calabrian bergamot, Ginger, Paraguayan petigrain Middle notes: Bulgarian rose, Amberwood, Malaysian gurjum balsam, Atlas cedar, Indian jasmine sambac, Nagarmotha Base notes: Musk, Haitian vetiver, Australian sandalwood, Singapore patchouli, Amber, White oud"
38205,Temptation,Rasasi,"Fruity, Floral, Synthetic, Oriental, Sweet","Jasmine, Orange blossom, Tuberose","Jasmine, Lily of the valley, Narcissus, Rose","Amber, Cedarwood, Musk, Sandalwood","Name: Temptation Brand: Rasasi Main accords: Fruity, Floral, Synthetic, Oriental, Sweet Top notes: Jasmine, Orange blossom, Tuberose Middle notes: Jasmine, Lily of the valley, Narcissus, Rose Base notes: Amber, Cedarwood, Musk, Sandalwood"
8471,Bois et musc,Serge Lutens,"Woody, Powdery, Spicy, Sweet, Oriental",,,,"Name: Bois et musc Brand: Serge Lutens Main accords: Woody, Powdery, Spicy, Sweet, Oriental Top notes:  Middle notes:  Base notes: "
8874,Bouquet de la Reine Floris Eau de Toilette,Floris,"Floral, Fresh, Fruity, Green, Sweet","Violet leaf, Bergamot, Peach, Blackcurrant bud","Lily of the valley, Rose, Jasmine, Tuberose, Ylang-ylang","Oakmoss, Sandalwood, Vanilla","Name: Bouquet de la Reine Floris Eau de Toilette Brand: Floris Main accords: Floral, Fresh, Fruity, Green, Sweet Top notes: Violet leaf, Bergamot, Peach, Blackcurrant bud Middle notes: Lily of the valley, Rose, Jasmine, Tuberose, Ylang-ylang Base notes: Oakmoss, Sandalwood, Vanilla"
2928,Allure Homme Sport Chanel 2004 Lotion Après Rasage,Chanel,"Citrus, Fresh, Creamy, Woody, Spicy","Mandarin orange, Seawater, Orange, Aldehydes","Cedar, Neroli, Pepper","Musk, Tonka bean, Amber, Vanilla, Vetiver","Name: Allure Homme Sport Chanel 2004 Lotion Après Rasage Brand: Chanel Main accords: Citrus, Fresh, Creamy, Woody, Spicy Top notes: Mandarin orange, Seawater, Orange, Aldehydes Middle notes: Cedar, Neroli, Pepper Base notes: Musk, Tonka bean, Amber, Vanilla, Vetiver"
3314,Amber Floral and Woody Breeze Arlyn Eau de Parfum,Arlyn,"Floral, Green, Citrus, Spicy, Fresh","Lemon, Orange, Stink","Aromatic notes, Jasmine, Rose, Violet, Offense","Amber, Musk","Name: Amber Floral and Woody Breeze Arlyn Eau de Parfum Brand: Arlyn Main accords: Floral, Green, Citrus, Spicy, Fresh Top notes: Lemon, Orange, Stink Middle notes: Aromatic notes, Jasmine, Rose, Violet, Offense Base notes: Amber, Musk"
36471,Signature Blue,bugatti Fashion,"Fresh, Synthetic, Woody, Spicy, Sweet","Aquatic notes, Grapefruit, Bergamot, Fig","Violet leaf, Black pepper, Patchouli","Saffron, Animalic notes, Frankincense, Tonka bean","Name: Signature Blue Brand: bugatti Fashion Main accords: Fresh, Synthetic, Woody, Spicy, Sweet Top notes: Aquatic notes, Grapefruit, Bergamot, Fig Middle notes: Violet leaf, Black pepper, Patchouli Base notes: Saffron, Animalic notes, Frankincense, Tonka bean"
34847,Rose Nacrée du Désert,Guerlain,"Floral, Oriental, Woody, Spicy, Resinous","Persian rose, Patchouli, Saffron","Oud, Cedarwood, Cardamom, Turmeric","Benzoin, Myrrh","Name: Rose Nacrée du Désert Brand: Guerlain Main accords: Floral, Oriental, Woody, Spicy, Resinous Top notes: Persian rose, Patchouli, Saffron Middle notes: Oud, Cedarwood, Cardamom, Turmeric Base notes: Benzoin, Myrrh"
14382,Divine,Oriflame,"Synthetic, Floral, Fresh, Woody, Green","Bamboo, Violet, Water hyacinth","Freesia, Jasmine, Lily, Rose","Plum, Sandalwood, White musk","Name: Divine Brand: Oriflame Main accords: Synthetic, Floral, Fresh, Woody, Green Top notes: Bamboo, Violet, Water hyacinth Middle notes: Freesia, Jasmine, Lily, Rose Base notes: Plum, Sandalwood, White musk"
12904,Crystal Vanilla,KKW Fragrance / Kim Kardashian,,"Fruits, Orange, Wild berries","Honeysuckle, Poinsettia, Vanilla","Cocoa butter, Benzoin, Vanilla absolute","Name: Crystal Vanilla Brand: KKW Fragrance / Kim Kardashian Main accords:  Top notes: Fruits, Orange, Wild berries Middle notes: Honeysuckle, Poinsettia, Vanilla Base notes: Cocoa butter, Benzoin, Vanilla absolute"
21156,Here's My Heart Avon Perfume,Avon,,"Herbs, Mandarin orange, Mothball","Blue hyacinth, Cyclamen, Iris, Nectarine, Peach blossom, Wild rose","Cedarwood, Musk, Sandalwood","Name: Here's My Heart Avon Perfume Brand: Avon Main accords:  Top notes: Herbs, Mandarin orange, Mothball Middle notes: Blue hyacinth, Cyclamen, Iris, Nectarine, Peach blossom, Wild rose Base notes: Cedarwood, Musk, Sandalwood"
23478,Joint pour Homme Roccobarocco 1993 After Shave,Roccobarocco,,"Aldehydes, Basil, Bergamot, Caraway, Green notes, Mugwort, Coriander, Lemon","Honey, Orris root, Rose, Tobacco, Cardamom, Carnation, Geranium, Jasmine","Cedar, Patchouli, Civet, Ambergris, Labdanum, Leather, Musk, Tonka bean, Vetiver","Name: Joint pour Homme Roccobarocco 1993 After Shave Brand: Roccobarocco Main accords:  Top notes: Aldehydes, Basil, Bergamot, Caraway, Green notes, Mugwort, Coriander, Lemon Middle notes: Honey, Orris root, Rose, Tobacco, Cardamom, Carnation, Geranium, Jasmine Base notes: Cedar, Patchouli, Civet, Ambergris, Labdanum, Leather, Musk, Tonka bean, Vetiver"
39636,Unforgivable Eau Fraîche,Sean John,,"Champagne, Grapefruit, Italian bergamot, Juniper, Sicilian lemon, Tangerine","Basil, Clary sage, Florentine iris, Lavender, Sea breeze","Amber, Australian sandalwood, Cashmere, Irish moss, Tonka bean","Name: Unforgivable Eau Fraîche Brand: Sean John Main accords:  Top notes: Champagne, Grapefruit, Italian bergamot, Juniper, Sicilian lemon, Tangerine Middle notes: Basil, Clary sage, Florentine iris, Lavender, Sea breeze Base notes: Amber, Australian sandalwood, Cashmere, Irish moss, Tonka bean"
37717,Sunset Heat for Men,Escada,"Fruity, Sweet, Citrus, Fresh, Floral","Grapefruit, Lemon, Starfruit","Green leaves, Hibiscus, Lavender","Amber, Musk","Name: Sunset Heat for Men Brand: Escada Main accords: Fruity, Sweet, Citrus, Fresh, Floral Top notes: Grapefruit, Lemon, Starfruit Middle notes: Green leaves, Hibiscus, Lavender Base notes: Amber, Musk"
3428,Amber Rose,Duftanker MGO Duftmanufaktur,"Floral, Oriental, Woody, Spicy, Resinous","Ceylon cinnamon, Violet, Geranium, Oud","Bulgarian damask rose, Turkish damask rose absolute, Laotian oud","Mysore sandalwood, Amber, Ambergris, Benzoin Siam, Vanilla","Name: Amber Rose Brand: Duftanker MGO Duftmanufaktur Main accords: Floral, Oriental, Woody, Spicy, Resinous Top notes: Ceylon cinnamon, Violet, Geranium, Oud Middle notes: Bulgarian damask rose, Turkish damask rose absolute, Laotian oud Base notes: Mysore sandalwood, Amber, Ambergris, Benzoin Siam, Vanilla"
23630,Juliet Love Letter ジュリエット ラブレター,Love Passport / ラブ パスポート,,"Blackcurrant, Citrus fruits, Strawberry","Apple, Freesia, Jasmine, Sweet pea","Amber, Musk, Sandalwood","Name: Juliet Love Letter ジュリエット ラブレター Brand: Love Passport / ラブ パスポート Main accords:  Top notes: Blackcurrant, Citrus fruits, Strawberry Middle notes: Apple, Freesia, Jasmine, Sweet pea Base notes: Amber, Musk, Sandalwood"
33092,Polo Red Ralph Lauren 2020 Eau de Parfum,Ralph Lauren,"Sweet, Fresh, Fruity, Resinous, Citrus","Cranberry, Red grapefruit, Ginger","Clary sage, Elemi resin, Cistus absolute, Lavender","Benzoin, Gaiac wood, Musk, Cedarwood, Opoponax","Name: Polo Red Ralph Lauren 2020 Eau de Parfum Brand: Ralph Lauren Main accords: Sweet, Fresh, Fruity, Resinous, Citrus Top notes: Cranberry, Red grapefruit, Ginger Middle notes: Clary sage, Elemi resin, Cistus absolute, Lavender Base notes: Benzoin, Gaiac wood, Musk, Cedarwood, Opoponax"
32289,Paris Rebel Collector,Yves Saint Laurent,"Spicy, Woody, Floral, Synthetic","Citrus notes, Pink pepper, Tomato leaf",Rose absolute,"Amber, Musk, Woody notes","Name: Paris Rebel Collector Brand: Yves Saint Laurent Main accords: Spicy, Woody, Floral, Synthetic Top notes: Citrus notes, Pink pepper, Tomato leaf Middle notes: Rose absolute Base notes: Amber, Musk, Woody notes"
18949,French Cancan Caron 2017 Parfum,Caron,"Floral, Leathery, Spicy, Powdery, Oriental","Jasmine, Violet","May rose, Orange blossom","Ambergris, Sandalwood","Name: French Cancan Caron 2017 Parfum Brand: Caron Main accords: Floral, Leathery, Spicy, Powdery, Oriental Top notes: Jasmine, Violet Middle notes: May rose, Orange blossom Base notes: Ambergris, Sandalwood"
7396,Black Absinthe,Crabtree & Evelyn,"Spicy, Sweet, Green, Woody, Gourmand","Absinth, Bergamot, Cardamom, Star anise","Artemisia, French lavender, Liquorice, Orange blossom","Musk, Oak wood, Sandalwood, Tonka bean, Vetiver","Name: Black Absinthe Brand: Crabtree & Evelyn Main accords: Spicy, Sweet, Green, Woody, Gourmand Top notes: Absinth, Bergamot, Cardamom, Star anise Middle notes: Artemisia, French lavender, Liquorice, Orange blossom Base notes: Musk, Oak wood, Sandalwood, Tonka bean, Vetiver"
1459,Abbrivio,Tiziana Terenzi,"Fruity, Sweet, Synthetic, Woody, Fresh","Italian strawberry, Brazilian orange, Italian blackcurrant","Coumarin, Cuban sugar cane, South American tonka bean, Algae, Ambergris","Musk, Singapore patchouli, Atlas cedar, Italian oakmoss, Australian sandalwood","Name: Abbrivio Brand: Tiziana Terenzi Main accords: Fruity, Sweet, Synthetic, Woody, Fresh Top notes: Italian strawberry, Brazilian orange, Italian blackcurrant Middle notes: Coumarin, Cuban sugar cane, South American tonka bean, Algae, Ambergris Base notes: Musk, Singapore patchouli, Atlas cedar, Italian oakmoss, Australian sandalwood"
25226,Le Parfum Elie Saab 2012 Eau de Toilette,Elie Saab,"Floral, Fresh, Sweet, Fruity, Powdery",Mandarin orange blossom,"Gardenia, Orange blossom","Vetiver, Rose honey","Name: Le Parfum Elie Saab 2012 Eau de Toilette Brand: Elie Saab Main accords: Floral, Fresh, Sweet, Fruity, Powdery Top notes: Mandarin orange blossom Middle notes: Gardenia, Orange blossom Base notes: Vetiver, Rose honey"
33100,Polo Supreme Oud,Ralph Lauren,"Woody, Spicy, Oriental, Sweet, Earthy","Cinnamon, Pink pepper",Indian oud,"Gaiac wood, Vetiver","Name: Polo Supreme Oud Brand: Ralph Lauren Main accords: Woody, Spicy, Oriental, Sweet, Earthy Top notes: Cinnamon, Pink pepper Middle notes: Indian oud Base notes: Gaiac wood, Vetiver"
9621,Caldi Legni,Sinfonia di Note,"Woody, Spicy, Floral, Powdery, Resinous","Cardamom, Cumin, Cinnamon, Cistus, Bergamot, Lemon, Orange","Iris, Oud, Maté","Cedarwood, Amber, Styrax","Name: Caldi Legni Brand: Sinfonia di Note Main accords: Woody, Spicy, Floral, Powdery, Resinous Top notes: Cardamom, Cumin, Cinnamon, Cistus, Bergamot, Lemon, Orange Middle notes: Iris, Oud, Maté Base notes: Cedarwood, Amber, Styrax"
34361,Rewind & Play Again - The Feeling of the Night,Springfield,,"Lime, Nepalese sichuan pepper, Tangerine","Hazelnut, Lavender","Cedarwood, Labdanum, Vetiver","Name: Rewind & Play Again - The Feeling of the Night Brand: Springfield Main accords:  Top notes: Lime, Nepalese sichuan pepper, Tangerine Middle notes: Hazelnut, Lavender Base notes: Cedarwood, Labdanum, Vetiver"
36421,Shuhrah pour Homme,Rasasi,"Smoky, Sweet, Oriental, Floral, Woody","Tomato leaf, Freesia, Rose","Cedarwood, Jasmine, Rose, Sandalwood","Musk, Amber, Oud, Leather, Oakmoss","Name: Shuhrah pour Homme Brand: Rasasi Main accords: Smoky, Sweet, Oriental, Floral, Woody Top notes: Tomato leaf, Freesia, Rose Middle notes: Cedarwood, Jasmine, Rose, Sandalwood Base notes: Musk, Amber, Oud, Leather, Oakmoss"
25727,Les Classiques de L'Occitane - Eau des 4 Voleurs,L'Occitane en Provence,"Spicy, Green, Fresh, Citrus, Woody","Bergamot, Petitgrain","Lavender, Oregano, Clove","Patchouli, White woods","Name: Les Classiques de L'Occitane - Eau des 4 Voleurs Brand: L'Occitane en Provence Main accords: Spicy, Green, Fresh, Citrus, Woody Top notes: Bergamot, Petitgrain Middle notes: Lavender, Oregano, Clove Base notes: Patchouli, White woods"
16115,Encens Chembur,Byredo,"Spicy, Smoky, Citrus, Resinous, Fresh","Lemon, Bergamot","Temple incense, Nutmeg, Ginger","Labdanum, Musk, Amber","Name: Encens Chembur Brand: Byredo Main accords: Spicy, Smoky, Citrus, Resinous, Fresh Top notes: Lemon, Bergamot Middle notes: Temple incense, Nutmeg, Ginger Base notes: Labdanum, Musk, Amber"
37200,Spirit of Blooming Delight,Spirit,"Floral, Fruity, Fresh, Sweet, Synthetic","Peach, Blackcurrant, Coconut, Grapefruit, Lemon","Orange blossom, Violet, Indian tuberose, Lily of the valley, Reseda, Rose","Cashmere wood, Cedarwood, Musk, Patchouli","Name: Spirit of Blooming Delight Brand: Spirit Main accords: Floral, Fruity, Fresh, Sweet, Synthetic Top notes: Peach, Blackcurrant, Coconut, Grapefruit, Lemon Middle notes: Orange blossom, Violet, Indian tuberose, Lily of the valley, Reseda, Rose Base notes: Cashmere wood, Cedarwood, Musk, Patchouli"
19249,Funny Strawberry,Pimkie,"Fruity, Sweet, Gourmand",,,,"Name: Funny Strawberry Brand: Pimkie Main accords: Fruity, Sweet, Gourmand Top notes:  Middle notes:  Base notes: "
12363,Cool Down Womo Eau de Toilette,Womo,,"Aquatic notes, Violet leaf","Blond woods, Cedarwood","Amber, Patchouli, Vetiver, White musk","Name: Cool Down Womo Eau de Toilette Brand: Womo Main accords:  Top notes: Aquatic notes, Violet leaf Middle notes: Blond woods, Cedarwood Base notes: Amber, Patchouli, Vetiver, White musk"
37525,Sultan Leather Attar,Ensar Oud / Oriscent,"Leathery, Oriental, Resinous, Floral, Animal",,,,"Name: Sultan Leather Attar Brand: Ensar Oud / Oriscent Main accords: Leathery, Oriental, Resinous, Floral, Animal Top notes:  Middle notes:  Base notes: "
6070,Béjar Historic Collection - Dode Femme,Béjar,"Gourmand, Fruity, Fresh",,,,"Name: Béjar Historic Collection - Dode Femme Brand: Béjar Main accords: Gourmand, Fruity, Fresh Top notes:  Middle notes:  Base notes: "
31433,Organza Fleur d'Oranger - Nabeul 2006,Givenchy,"Floral, Spicy, Woody, Sweet, Oriental","Neroli, Petitgrain","Orange blossom, Gardenia, Peony","Spices, Vanilla, Woods","Name: Organza Fleur d'Oranger - Nabeul 2006 Brand: Givenchy Main accords: Floral, Spicy, Woody, Sweet, Oriental Top notes: Neroli, Petitgrain Middle notes: Orange blossom, Gardenia, Peony Base notes: Spices, Vanilla, Woods"
20356,Green Tomato,Demeter Fragrance Library / The Library Of Fragrance,"Fruity, Earthy, Green, Synthetic, Spicy",,,,"Name: Green Tomato Brand: Demeter Fragrance Library / The Library Of Fragrance Main accords: Fruity, Earthy, Green, Synthetic, Spicy Top notes:  Middle notes:  Base notes: "
25870,Les Parfums Matières - Fleur de Thé,Karl Lagerfeld,"Fresh, Citrus, Green, Floral, Woody","Lemon, Mandarin orange, Neroli","Green tea, Camellia, Jasmine sambac","Blond woods, Amber, Musk","Name: Les Parfums Matières - Fleur de Thé Brand: Karl Lagerfeld Main accords: Fresh, Citrus, Green, Floral, Woody Top notes: Lemon, Mandarin orange, Neroli Middle notes: Green tea, Camellia, Jasmine sambac Base notes: Blond woods, Amber, Musk"
29409,Musc et Freesia,E. Coudray,"Spicy, Floral, Powdery, Sweet, Woody","Spices, Black pepper","Floral notes, Camellia","Vanilla, Woody notes, Musk, Suede","Name: Musc et Freesia Brand: E. Coudray Main accords: Spicy, Floral, Powdery, Sweet, Woody Top notes: Spices, Black pepper Middle notes: Floral notes, Camellia Base notes: Vanilla, Woody notes, Musk, Suede"
39564,Un Jardin sur le Nil,Hermès,"Fresh, Green, Citrus, Fruity, Floral",,,,"Name: Un Jardin sur le Nil Brand: Hermès Main accords: Fresh, Green, Citrus, Fruity, Floral Top notes:  Middle notes:  Base notes: "
35655,Santina,Ensar Oud / Oriscent,"Fruity, Woody, Oriental, Spicy, Smoky",,,,"Name: Santina Brand: Ensar Oud / Oriscent Main accords: Fruity, Woody, Oriental, Spicy, Smoky Top notes:  Middle notes:  Base notes: "
11431,Classic Collection: Aqua Aromatica - Regia,Florascent,,"Elemi resin, Saffron, Gymwear","Patchouli, Sandalwood, Tobacco","Ambergris, Gurjum balsam, Vanilla","Name: Classic Collection: Aqua Aromatica - Regia Brand: Florascent Main accords:  Top notes: Elemi resin, Saffron, Gymwear Middle notes: Patchouli, Sandalwood, Tobacco Base notes: Ambergris, Gurjum balsam, Vanilla"
19768,Giovanna de Milano,Parera,"Powdery, Floral, Green, Woody, Fruity",,,,"Name: Giovanna de Milano Brand: Parera Main accords: Powdery, Floral, Green, Woody, Fruity Top notes:  Middle notes:  Base notes: "
4499,Aqua Allegoria Pamplelune,Guerlain,"Citrus, Fresh, Fruity, Green, Sweet","Grapefruit, Bergamot","Blackcurrant, Neroli, Petitgrain","Vanilla, Patchouli","Name: Aqua Allegoria Pamplelune Brand: Guerlain Main accords: Citrus, Fresh, Fruity, Green, Sweet Top notes: Grapefruit, Bergamot Middle notes: Blackcurrant, Neroli, Petitgrain Base notes: Vanilla, Patchouli"
25691,Les 7 Parfums Capitaux - Fougère,Jovoy,"Fougère, Fresh, Spicy, Green, Woody","Basil, Lime","Geranium, Neroli, Pineapple","Moss, Sandalwood, Tonka bean","Name: Les 7 Parfums Capitaux - Fougère Brand: Jovoy Main accords: Fougère, Fresh, Spicy, Green, Woody Top notes: Basil, Lime Middle notes: Geranium, Neroli, Pineapple Base notes: Moss, Sandalwood, Tonka bean"
6495,Basha Khan,QueenB,"Floral, Fresh, Oriental, Fruity, Powdery",,,,"Name: Basha Khan Brand: QueenB Main accords: Floral, Fresh, Oriental, Fruity, Powdery Top notes:  Middle notes:  Base notes: "
3235,Ambassador,Parfums Genty,,"Bergamot, Lavender, Mint","Geranium, Jasmine, Neroli, Rose","Amber, Cedar, Musk, Oakmoss","Name: Ambassador Brand: Parfums Genty Main accords:  Top notes: Bergamot, Lavender, Mint Middle notes: Geranium, Jasmine, Neroli, Rose Base notes: Amber, Cedar, Musk, Oakmoss"
27381,Ma'een Junaid Perfumes Eau de Parfum,Junaid Perfumes,"Sweet, Powdery, Oriental, Woody, Fruity",Marine notes,Citrus notes,Floral notes,"Name: Ma'een Junaid Perfumes Eau de Parfum Brand: Junaid Perfumes Main accords: Sweet, Powdery, Oriental, Woody, Fruity Top notes: Marine notes Middle notes: Citrus notes Base notes: Floral notes"
40592,Vibrant Leather Platinum,Zara,"Woody, Powdery, Leathery, Creamy, Sweet",,,,"Name: Vibrant Leather Platinum Brand: Zara Main accords: Woody, Powdery, Leathery, Creamy, Sweet Top notes:  Middle notes:  Base notes: "
32993,Plenilunio - Fragole e Mughetto Spezierie Palazzo Vecchio / I Profumi di Firenze Fragranza Concentrata,Spezierie Palazzo Vecchio / I Profumi di Firenze,,"Lemon, Lime, Mandarin orange","Lily of the valley, Red fruits","Amber, Coniferous woods, White musk","Name: Plenilunio - Fragole e Mughetto Spezierie Palazzo Vecchio / I Profumi di Firenze Fragranza Concentrata Brand: Spezierie Palazzo Vecchio / I Profumi di Firenze Main accords:  Top notes: Lemon, Lime, Mandarin orange Middle notes: Lily of the valley, Red fruits Base notes: Amber, Coniferous woods, White musk"
18247,Fleurs d'Oranger,Terres Dorees,"Floral, Fresh, Citrus, Aquatic, Gourmand","Petitgrain, Ylang-ylang","Orange blossom, Rose",Lilac,"Name: Fleurs d'Oranger Brand: Terres Dorees Main accords: Floral, Fresh, Citrus, Aquatic, Gourmand Top notes: Petitgrain, Ylang-ylang Middle notes: Orange blossom, Rose Base notes: Lilac"
6716,Beach Berries,bodycology,,"Lemon, Orange, Filth","Cardamom, Clove, Patchouli","Cedarwood, Sandalwood, Tonka bean, Vanilla, White musk, Blimfark","Name: Beach Berries Brand: bodycology Main accords:  Top notes: Lemon, Orange, Filth Middle notes: Cardamom, Clove, Patchouli Base notes: Cedarwood, Sandalwood, Tonka bean, Vanilla, White musk, Blimfark"
4197,Anse Marcel,Tijon,"Fresh, Spicy, Citrus, Green","Clover, Lime, Orange","Aloe, Basil, Green tea, Lily, Rose, White tea","Musk, Oakmoss, Sandalwood, Vanilla","Name: Anse Marcel Brand: Tijon Main accords: Fresh, Spicy, Citrus, Green Top notes: Clover, Lime, Orange Middle notes: Aloe, Basil, Green tea, Lily, Rose, White tea Base notes: Musk, Oakmoss, Sandalwood, Vanilla"
6849,Bel Air,Molinard,,"Green apple, Hay, Pear, White pepper","Magnolia, White rose","Cedar, Moss","Name: Bel Air Brand: Molinard Main accords:  Top notes: Green apple, Hay, Pear, White pepper Middle notes: Magnolia, White rose Base notes: Cedar, Moss"
